订单号,sku,数量
CK202006290000030,1180,119534
CK202006290000030,2263,119534
CK202006290000030,2235,119534
CK202006290000030,739,119534
CK202006290000030,3188,119534
CK202006290000030,3883,119534
CK202006290000031,100,139250
CK202006290000031,121,139250
CK202006290000031,187,139250
CK202006290000031,598,139250
CK202006290000031,369,139250
CK202006290000031,401,139250
CK202006290000031,310,139250
CK202006290000031,1874,139250
CK202006290000031,54,139250
CK202006290000031,4040,139250
BJ202006290000006,3229,0
BJ202006290000007,4514,1283
BJ202006290000008,4514,0
BJ202006290000009,5072,169
CK202006290000032,881,33372
CK202006290000033,1116,12550
CK202006290000033,200,12550
CK202006290000034,1711,23380
CK202006290000034,3850,23380
CK202006290000034,844,23380
CK202006290000034,1463,23380
CK202006290000035,153,9935
CK202006290000035,1553,9935
CK202006290000036,1608,1277
CK202006290000036,1736,1277
CK202006290000037,74,37080
CK202006290000038,1306,3500
CK202006290000039,727,10977
CK202006290000040,174,47058
CK202006290000041,1133,693
CK202006290000042,2140,3488
CK202006290000042,4109,3488
CK202006290000043,7851,2507
CK202006290000044,13,28279
CK202006290000044,3274,28279
CK202006290000045,5030,6798
CK202006290000046,1320,1748
CK202006290000047,51,6942
BJ202006290000010,187,7920
BJ202006290000010,3038,7920
BJ202006290000010,310,7920
BJ202006290000011,100,15598
BJ202006290000011,401,15598
BJ202006290000011,4568,15598
BJ202006290000012,3274,861
BJ202006290000013,419,5221
BJ202006290000013,739,5221
BJ202006290000013,3188,5221
CK202006290000048,2766,13660
CK202006290000048,1265,13660
CK202006290000048,2195,13660
CK202006290000049,1791,251290
CK202006290000049,155,251290
CK202006290000049,30,251290
CK202006290000049,220,251290
CK202006290000049,2838,251290
CK202006290000049,238,251290
CK202006290000049,4120,251290
CK202006290000049,4204,251290
CK202006290000049,1818,251290
CK202006290000049,3065,251290
CK202006290000049,4916,251290
CK202006290000049,4615,251290
CK202006290000049,207,251290
CK202006290000049,3396,251290
CK202006290000049,6506,251290
CK202006290000049,6522,251290
CK202006290000049,3949,251290
CK202006290000049,6092,251290
CK202006290000049,6312,251290
CK202006290000049,5339,251290
CK202006290000050,19,162289
CK202006290000050,39,162289
CK202006290000050,20,162289
CK202006290000050,226,162289
CK202006290000050,3227,162289
CK202006290000050,6339,162289
CK202006290000050,3957,162289
CK202006290000050,5136,162289
CK202006290000050,35,162289
CK202006290000050,97,162289
CK202006290000050,3636,162289
CK202006290000050,5477,162289
CK202006290000050,4994,162289
CK202006290000050,290,162289
BJ202006290000014,100,0
BJ202006290000015,739,0
CK202006290000051,189,38437
CK202006290000051,254,38437
CK202006290000051,5,38437
CK202006290000052,1345,337460
CK202006290000052,17,337460
CK202006290000052,30,337460
CK202006290000052,241,337460
CK202006290000052,157,337460
CK202006290000052,16,337460
CK202006290000052,622,337460
CK202006290000052,763,337460
CK202006290000052,912,337460
CK202006290000052,711,337460
CK202006290000052,931,337460
CK202006290000052,8136,337460
CK202006290000052,1722,337460
CK202006290000052,2489,337460
CK202006290000052,2351,337460
CK202006290000052,4610,337460
CK202006290000052,3318,337460
CK202006290000052,1386,337460
CK202006290000052,1513,337460
CK202006290000052,9252,337460
CK202006290000052,1843,337460
CK202006290000052,2625,337460
CK202006290000053,30,340920
CK202006290000053,763,340920
CK202006290000053,4872,340920
CK202006290000053,34,340920
CK202006290000053,1575,340920
CK202006290000053,1359,340920
CK202006290000053,5611,340920
CK202006290000053,931,340920
CK202006290000053,129,340920
CK202006290000053,2239,340920
CK202006290000053,57,340920
CK202006290000053,6399,340920
CK202006290000053,1580,340920
CK202006290000053,7612,340920
CK202006290000053,4946,340920
CK202006290000053,819,340920
CK202006290000053,236,340920
CK202006290000053,1843,340920
CK202006290000053,1568,340920
BJ202006290000016,3957,101
BJ202006290000017,1265,1669
BJ202006290000017,2195,1669
BJ202006290000018,4120,253
BJ202006290000018,4916,253
BJ202006290000018,207,253
CK202006290000054,898,391076
CK202006290000054,0,391076
CK202006290000054,25,391076
CK202006290000054,4019,391076
CK202006290000054,52,391076
CK202006290000054,54,391076
CK202006290000054,72,391076
CK202006290000054,2588,391076
CK202006290000054,2812,391076
CK202006290000054,3099,391076
CK202006290000054,97,391076
CK202006290000054,7983,391076
CK202006290000054,965,391076
CK202006290000054,1592,391076
CK202006290000054,2790,391076
CK202006290000054,10,391076
CK202006290000054,5,391076
CK202006290000054,4369,391076
CK202006290000055,23,195433
CK202006290000055,149,195433
CK202006290000055,119,195433
CK202006290000055,0,195433
CK202006290000055,25,195433
CK202006290000055,1399,195433
CK202006290000055,97,195433
CK202006290000055,130,195433
CK202006290000055,18,195433
CK202006290000055,1,195433
CK202006290000055,985,195433
CK202006290000055,1756,195433
CK202006290000055,1006,195433
CK202006290000055,7533,195433
CK202006290000056,776,157705
CK202006290000056,241,157705
CK202006290000056,2441,157705
CK202006290000056,1563,157705
CK202006290000056,34,157705
CK202006290000056,6051,157705
CK202006290000056,127,157705
CK202006290000056,64,157705
CK202006290000056,0,157705
CK202006290000056,544,157705
CK202006290000056,3172,157705
CK202006290000056,498,157705
CK202006290000056,38,157705
CK202006290000056,6514,157705
CK202006290000056,1376,157705
CK202006290000056,237,157705
CK202006290000056,3581,157705
CK202006290000056,6032,157705
CK202006290000056,318,157705
CK202006290000056,4056,157705
CK202006290000056,1167,157705
CK202006290000056,1042,157705
CK202006290000057,0,303825
CK202006290000057,25,303825
CK202006290000057,1323,303825
CK202006290000057,6,303825
CK202006290000057,38,303825
CK202006290000057,631,303825
CK202006290000057,12,303825
CK202006290000057,985,303825
CK202006290000057,5,303825
CK202006290000057,44,303825
CK202006290000057,1756,303825
CK202006290000058,15,25292
CK202006290000059,160,252320
CK202006290000059,23,252320
CK202006290000059,1515,252320
CK202006290000059,1296,252320
CK202006290000059,32,252320
CK202006290000059,54,252320
CK202006290000059,72,252320
CK202006290000059,3018,252320
CK202006290000059,50,252320
CK202006290000059,527,252320
CK202006290000059,9021,252320
CK202006290000059,3589,252320
CK202006290000059,8739,252320
CK202006290000059,7626,252320
CK202006290000059,4142,252320
CK202006290000059,5108,252320
CK202006290000060,54,84340
CK202006290000060,965,84340
CK202006290000060,10,84340
CK202006290000060,5,84340
CK202006290000060,150,84340
CK202006290000061,28,75975
CK202006290000061,10,75975
CK202006290000062,210,136474
CK202006290000062,119,136474
CK202006290000062,13,136474
CK202006290000062,36,136474
CK202006290000062,37,136474
CK202006290000062,1825,136474
CK202006290000062,2076,136474
CK202006290000062,98,136474
CK202006290000062,89,136474
CK202006290000062,7302,136474
CK202006290000062,3834,136474
CK202006290000062,1377,136474
CK202006290000063,380,247942
CK202006290000063,2022,247942
CK202006290000063,25,247942
CK202006290000063,492,247942
CK202006290000063,97,247942
CK202006290000063,144,247942
CK202006290000063,130,247942
CK202006290000063,965,247942
CK202006290000063,3146,247942
CK202006290000063,21,247942
CK202006290000063,334,247942
CK202006290000063,232,247942
CK202006290000063,1,247942
CK202006290000063,2790,247942
CK202006290000063,5,247942
CK202006290000063,8779,247942
CK202006290000063,6610,247942
CK202006290000063,7103,247942
CK202006290000063,336,247942
CK202006290000063,5105,247942
CK202006290000064,380,251953
CK202006290000064,14,251953
CK202006290000064,776,251953
CK202006290000064,1563,251953
CK202006290000064,127,251953
CK202006290000064,64,251953
CK202006290000064,1650,251953
CK202006290000064,947,251953
CK202006290000064,1713,251953
CK202006290000064,130,251953
CK202006290000064,1861,251953
CK202006290000064,21,251953
CK202006290000064,18,251953
CK202006290000064,12,251953
CK202006290000064,1,251953
CK202006290000064,4189,251953
CK202006290000064,3849,251953
CK202006290000064,318,251953
CK202006290000064,1167,251953
CK202006290000065,54,193832
CK202006290000065,97,193832
CK202006290000065,15,193832
CK202006290000065,1,193832
BJ202006290000019,10,37
CK202006290000066,210,36444
CK202006290000066,2272,36444
CK202006290000067,1215,24990
CK202006290000068,1701,256036
CK202006290000068,1114,256036
CK202006290000068,54,256036
CK202006290000068,15,256036
CK202006290000068,10,256036
CK202006290000068,5,256036
CK202006290000068,2232,256036
CK202006290000069,731,567978
CK202006290000069,17,567978
CK202006290000069,2827,567978
CK202006290000069,3138,567978
CK202006290000069,119,567978
CK202006290000069,162,567978
CK202006290000069,5836,567978
CK202006290000069,2559,567978
CK202006290000069,8443,567978
CK202006290000069,2626,567978
CK202006290000069,492,567978
CK202006290000069,4373,567978
CK202006290000069,6,567978
CK202006290000069,8198,567978
CK202006290000069,8471,567978
CK202006290000069,8818,567978
CK202006290000069,277,567978
CK202006290000069,875,567978
CK202006290000069,2117,567978
CK202006290000069,249,567978
CK202006290000069,112,567978
CK202006290000069,836,567978
BJ202006290000020,97,325
BJ202006290000022,254,339
BJ202006300000001,97,15721
BJ202006300000001,985,15721
CK202006300000001,6218,1117989
CK202006300000001,3985,1117989
CK202006300000001,5716,1117989
CK202006300000001,4178,1117989
CK202006300000001,5297,1117989
CK202006300000001,5146,1117989
CK202006300000001,6261,1117989
CK202006300000001,6118,1117989
CK202006300000001,1081,1117989
CK202006300000001,6335,1117989
CK202006300000001,6538,1117989
CK202006300000001,3353,1117989
CK202006300000001,3579,1117989
CK202006300000001,4301,1117989
CK202006300000001,2714,1117989
CK202006300000001,6461,1117989
CK202006300000001,1080,1117989
CK202006300000001,2684,1117989
CK202006300000001,4166,1117989
CK202006300000001,993,1117989
CK202006300000001,5910,1117989
CK202006300000001,6380,1117989
CK202006300000001,1617,1117989
CK202006300000001,2199,1117989
CK202006300000001,4628,1117989
CK202006300000001,354,1117989
CK202006300000001,4025,1117989
CK202006300000001,4320,1117989
CK202006300000001,3718,1117989
CK202006300000001,6378,1117989
CK202006300000001,4743,1117989
CK202006300000001,3652,1117989
CK202006300000001,2507,1117989
CK202006300000001,2271,1117989
CK202006300000001,6396,1117989
CK202006300000002,3082,1497206
CK202006300000002,19,1497206
CK202006300000002,1355,1497206
CK202006300000002,3591,1497206
CK202006300000002,1514,1497206
CK202006300000002,102,1497206
CK202006300000002,4417,1497206
CK202006300000002,14,1497206
CK202006300000002,4933,1497206
CK202006300000002,123,1497206
CK202006300000002,564,1497206
CK202006300000002,3733,1497206
CK202006300000002,1331,1497206
CK202006300000002,79,1497206
CK202006300000002,3538,1497206
CK202006300000002,4732,1497206
CK202006300000002,295,1497206
CK202006300000002,433,1497206
CK202006300000002,149,1497206
CK202006300000002,75,1497206
CK202006300000002,980,1497206
CK202006300000002,409,1497206
CK202006300000002,1463,1497206
CK202006300000002,1598,1497206
CK202006300000002,521,1497206
CK202006300000002,4990,1497206
CK202006300000002,3357,1497206
CK202006300000002,2651,1497206
CK202006300000002,5087,1497206
CK202006300000002,250,1497206
CK202006300000002,6493,1497206
CK202006300000002,1679,1497206
CK202006300000002,6455,1497206
CK202006300000002,6417,1497206
CK202006300000002,4807,1497206
CK202006300000003,824,629813
CK202006300000003,3717,629813
CK202006300000003,2399,629813
CK202006300000003,1208,629813
CK202006300000003,1089,629813
CK202006300000003,3357,629813
CK202006300000003,3447,629813
CK202006300000003,2794,629813
CK202006300000003,9017,629813
CK202006300000003,2346,629813
CK202006300000003,1157,629813
CK202006300000003,2990,629813
CK202006300000003,911,629813
CK202006300000003,1278,629813
CK202006300000003,713,629813
CK202006300000003,280,629813
CK202006300000003,8039,629813
CK202006300000003,2506,629813
CK202006300000003,1107,629813
CK202006300000003,2203,629813
CK202006300000003,8197,629813
CK202006300000003,8611,629813
CK202006300000003,2433,629813
CK202006300000003,2017,629813
CK202006300000003,3340,629813
CK202006300000003,1330,629813
CK202006300000003,922,629813
CK202006300000003,7433,629813
CK202006300000003,8524,629813
CK202006300000003,464,629813
CK202006300000003,3856,629813
CK202006300000003,6426,629813
CK202006300000003,374,629813
CK202006300000003,3286,629813
CK202006300000003,9226,629813
CK202006300000003,6104,629813
CK202006300000003,3266,629813
CK202006300000003,274,629813
CK202006300000003,1407,629813
CK202006300000003,1526,629813
CK202006300000003,6393,629813
CK202006300000003,3969,629813
CK202006300000003,8582,629813
CK202006300000003,9055,629813
CK202006300000003,8707,629813
CK202006300000003,4476,629813
CK202006300000003,2841,629813
CK202006300000003,3066,629813
CK202006300000003,4499,629813
CK202006300000003,8325,629813
CK202006300000003,2082,629813
CK202006300000004,672,849066
CK202006300000004,935,849066
CK202006300000004,172,849066
CK202006300000004,452,849066
CK202006300000004,1429,849066
CK202006300000004,1120,849066
CK202006300000004,219,849066
CK202006300000004,3281,849066
CK202006300000004,719,849066
CK202006300000004,1355,849066
CK202006300000004,892,849066
CK202006300000004,131,849066
CK202006300000004,20,849066
CK202006300000004,294,849066
CK202006300000004,557,849066
CK202006300000004,226,849066
CK202006300000004,1589,849066
CK202006300000004,179,849066
CK202006300000004,102,849066
CK202006300000004,1128,849066
CK202006300000004,314,849066
CK202006300000004,889,849066
CK202006300000004,3819,849066
CK202006300000004,707,849066
CK202006300000004,628,849066
CK202006300000004,847,849066
CK202006300000004,14,849066
CK202006300000004,304,849066
CK202006300000004,627,849066
CK202006300000004,66,849066
CK202006300000004,918,849066
CK202006300000004,2449,849066
CK202006300000004,5093,849066
CK202006300000004,3051,849066
CK202006300000004,564,849066
CK202006300000004,70,849066
CK202006300000004,744,849066
CK202006300000004,53,849066
CK202006300000004,2516,849066
CK202006300000004,4583,849066
CK202006300000004,665,849066
CK202006300000004,855,849066
CK202006300000004,3714,849066
CK202006300000004,16,849066
CK202006300000004,1754,849066
CK202006300000004,2835,849066
CK202006300000004,2438,849066
CK202006300000004,1385,849066
CK202006300000004,1619,849066
CK202006300000004,4968,849066
CK202006300000004,1426,849066
CK202006300000004,1177,849066
CK202006300000004,3524,849066
CK202006300000004,3289,849066
CK202006300000004,3731,849066
CK202006300000005,2212,610879
CK202006300000005,3576,610879
CK202006300000005,4068,610879
CK202006300000005,7218,610879
CK202006300000005,3020,610879
CK202006300000005,7750,610879
CK202006300000005,1403,610879
CK202006300000005,6298,610879
CK202006300000005,4044,610879
CK202006300000005,2825,610879
CK202006300000005,2581,610879
CK202006300000005,1069,610879
CK202006300000005,337,610879
CK202006300000005,8999,610879
CK202006300000005,3941,610879
CK202006300000005,926,610879
CK202006300000005,635,610879
CK202006300000005,1494,610879
CK202006300000005,3120,610879
CK202006300000005,1005,610879
CK202006300000005,6013,610879
CK202006300000005,8130,610879
CK202006300000005,2903,610879
CK202006300000005,1474,610879
CK202006300000005,7698,610879
CK202006300000005,2949,610879
CK202006300000005,614,610879
CK202006300000005,295,610879
CK202006300000005,666,610879
CK202006300000005,1437,610879
CK202006300000005,331,610879
CK202006300000005,562,610879
CK202006300000005,3862,610879
CK202006300000005,75,610879
CK202006300000005,34,610879
CK202006300000005,980,610879
CK202006300000005,1398,610879
CK202006300000005,225,610879
CK202006300000005,8785,610879
CK202006300000005,717,610879
CK202006300000005,2762,610879
CK202006300000005,5979,610879
CK202006300000005,5095,610879
CK202006300000005,5756,610879
CK202006300000005,4024,610879
CK202006300000005,3108,610879
CK202006300000005,3929,610879
CK202006300000005,1853,610879
CK202006300000005,1972,610879
CK202006300000005,7622,610879
CK202006300000005,3386,610879
CK202006300000005,1693,610879
CK202006300000005,949,610879
CK202006300000005,2508,610879
CK202006300000005,5024,610879
CK202006300000005,7603,610879
CK202006300000005,6703,610879
CK202006300000005,3474,610879
CK202006300000006,5491,291061
CK202006300000006,9278,291061
CK202006300000006,3973,291061
CK202006300000006,7177,291061
CK202006300000006,1214,291061
CK202006300000006,5266,291061
CK202006300000006,5310,291061
CK202006300000006,983,291061
CK202006300000006,1392,291061
CK202006300000006,8638,291061
CK202006300000006,3836,291061
CK202006300000006,7364,291061
CK202006300000006,8366,291061
CK202006300000006,1043,291061
CK202006300000006,2384,291061
CK202006300000006,2767,291061
CK202006300000006,3753,291061
CK202006300000006,4755,291061
CK202006300000006,5685,291061
CK202006300000006,7714,291061
CK202006300000006,2528,291061
CK202006300000006,5262,291061
CK202006300000006,3115,291061
CK202006300000006,2362,291061
CK202006300000006,3365,291061
CK202006300000006,5765,291061
BJ202006300000002,2812,303
CK202006300000007,6618,1600
CK202006300000008,19,423216
CK202006300000008,896,423216
CK202006300000008,171,423216
CK202006300000008,174,423216
CK202006300000008,284,423216
CK202006300000008,1233,423216
CK202006300000008,22,423216
CK202006300000008,378,423216
CK202006300000008,279,423216
CK202006300000008,173,423216
CK202006300000008,595,423216
CK202006300000008,32,423216
CK202006300000008,101,423216
CK202006300000008,503,423216
CK202006300000008,2180,423216
CK202006300000008,578,423216
CK202006300000008,1811,423216
CK202006300000008,659,423216
CK202006300000008,2923,423216
CK202006300000008,1071,423216
CK202006300000008,680,423216
CK202006300000008,3044,423216
CK202006300000008,3055,423216
CK202006300000008,2879,423216
CK202006300000008,1268,423216
CK202006300000008,4901,423216
CK202006300000008,4645,423216
CK202006300000008,2604,423216
CK202006300000008,608,423216
CK202006300000008,205,423216
CK202006300000008,485,423216
CK202006300000009,19,347212
CK202006300000009,896,347212
CK202006300000009,171,347212
CK202006300000009,174,347212
CK202006300000009,284,347212
CK202006300000009,1233,347212
CK202006300000009,22,347212
CK202006300000009,378,347212
CK202006300000009,279,347212
CK202006300000009,173,347212
CK202006300000009,595,347212
CK202006300000009,32,347212
CK202006300000009,101,347212
CK202006300000009,503,347212
CK202006300000009,2180,347212
CK202006300000009,578,347212
CK202006300000009,1811,347212
CK202006300000009,659,347212
CK202006300000009,2923,347212
CK202006300000009,1071,347212
CK202006300000009,3055,347212
CK202006300000009,2879,347212
CK202006300000009,1268,347212
CK202006300000009,4901,347212
CK202006300000009,4645,347212
CK202006300000009,2604,347212
CK202006300000009,608,347212
CK202006300000009,205,347212
CK202006300000009,485,347212
BJ202006300000003,2232,0
BJ202006300000004,3447,0
BJ202006300000004,464,0
BJ202006300000004,374,0
BJ202006300000004,4499,0
CK202006300000010,3082,1497166
CK202006300000010,19,1497166
CK202006300000010,1355,1497166
CK202006300000010,3591,1497166
CK202006300000010,1514,1497166
CK202006300000010,102,1497166
CK202006300000010,4417,1497166
CK202006300000010,14,1497166
CK202006300000010,4933,1497166
CK202006300000010,123,1497166
CK202006300000010,564,1497166
CK202006300000010,3733,1497166
CK202006300000010,1331,1497166
CK202006300000010,79,1497166
CK202006300000010,3538,1497166
CK202006300000010,4732,1497166
CK202006300000010,295,1497166
CK202006300000010,433,1497166
CK202006300000010,149,1497166
CK202006300000010,75,1497166
CK202006300000010,980,1497166
CK202006300000010,409,1497166
CK202006300000010,1463,1497166
CK202006300000010,1598,1497166
CK202006300000010,521,1497166
CK202006300000010,4990,1497166
CK202006300000010,3357,1497166
CK202006300000010,2651,1497166
CK202006300000010,5087,1497166
CK202006300000010,250,1497166
CK202006300000010,6493,1497166
CK202006300000010,1679,1497166
CK202006300000010,6455,1497166
CK202006300000010,6417,1497166
CK202006300000010,4807,1497166
CK202006300000011,6218,1117969
CK202006300000011,3985,1117969
CK202006300000011,5716,1117969
CK202006300000011,4178,1117969
CK202006300000011,5297,1117969
CK202006300000011,5146,1117969
CK202006300000011,6261,1117969
CK202006300000011,6118,1117969
CK202006300000011,1081,1117969
CK202006300000011,6335,1117969
CK202006300000011,6538,1117969
CK202006300000011,3353,1117969
CK202006300000011,3579,1117969
CK202006300000011,4301,1117969
CK202006300000011,2714,1117969
CK202006300000011,6461,1117969
CK202006300000011,1080,1117969
CK202006300000011,2684,1117969
CK202006300000011,4166,1117969
CK202006300000011,993,1117969
CK202006300000011,5910,1117969
CK202006300000011,6380,1117969
CK202006300000011,1617,1117969
CK202006300000011,2199,1117969
CK202006300000011,4628,1117969
CK202006300000011,354,1117969
CK202006300000011,4025,1117969
CK202006300000011,4320,1117969
CK202006300000011,3718,1117969
CK202006300000011,6378,1117969
CK202006300000011,4743,1117969
CK202006300000011,3652,1117969
CK202006300000011,2507,1117969
CK202006300000011,2271,1117969
CK202006300000011,6396,1117969
CK202006300000012,672,840826
CK202006300000012,935,840826
CK202006300000012,172,840826
CK202006300000012,452,840826
CK202006300000012,1429,840826
CK202006300000012,1120,840826
CK202006300000012,219,840826
CK202006300000012,3281,840826
CK202006300000012,719,840826
CK202006300000012,1355,840826
CK202006300000012,892,840826
CK202006300000012,131,840826
CK202006300000012,20,840826
CK202006300000012,294,840826
CK202006300000012,557,840826
CK202006300000012,226,840826
CK202006300000012,1589,840826
CK202006300000012,179,840826
CK202006300000012,102,840826
CK202006300000012,1128,840826
CK202006300000012,314,840826
CK202006300000012,889,840826
CK202006300000012,3819,840826
CK202006300000012,707,840826
CK202006300000012,628,840826
CK202006300000012,847,840826
CK202006300000012,14,840826
CK202006300000012,304,840826
CK202006300000012,627,840826
CK202006300000012,66,840826
CK202006300000012,918,840826
CK202006300000012,2449,840826
CK202006300000012,5093,840826
CK202006300000012,3051,840826
CK202006300000012,564,840826
CK202006300000012,70,840826
CK202006300000012,744,840826
CK202006300000012,53,840826
CK202006300000012,2516,840826
CK202006300000012,4583,840826
CK202006300000012,665,840826
CK202006300000012,855,840826
CK202006300000012,3714,840826
CK202006300000012,16,840826
CK202006300000012,1754,840826
CK202006300000012,2835,840826
CK202006300000012,2438,840826
CK202006300000012,1385,840826
CK202006300000012,1619,840826
CK202006300000012,4968,840826
CK202006300000012,1426,840826
CK202006300000012,1177,840826
CK202006300000012,3524,840826
CK202006300000012,3289,840826
CK202006300000012,3731,840826
BJ202006300000005,3020,93
BJ202006300000005,2581,93
BJ202006300000005,3108,93
BJ202006300000005,3386,93
BJ202006300000005,2508,93
BJ202006300000006,5491,1756
BJ202006300000006,5266,1756
BJ202006300000006,5310,1756
BJ202006300000006,983,1756
BJ202006300000006,2767,1756
BJ202006300000006,4755,1756
BJ202006300000006,2528,1756
CK202006300000014,516,518177
CK202006300000014,1345,518177
CK202006300000014,145,518177
CK202006300000014,333,518177
CK202006300000014,4616,518177
CK202006300000014,157,518177
CK202006300000014,42,518177
CK202006300000014,912,518177
CK202006300000014,611,518177
CK202006300000014,34,518177
CK202006300000014,163,518177
CK202006300000014,1575,518177
CK202006300000014,535,518177
CK202006300000014,5611,518177
CK202006300000014,830,518177
CK202006300000014,1722,518177
CK202006300000014,2489,518177
CK202006300000014,151,518177
CK202006300000014,4585,518177
CK202006300000014,2190,518177
CK202006300000014,2351,518177
CK202006300000014,4610,518177
CK202006300000014,9253,518177
CK202006300000014,387,518177
CK202006300000014,1159,518177
CK202006300000014,2819,518177
CK202006300000014,4061,518177
CK202006300000014,1843,518177
CK202006300000014,182,518177
CK202006300000014,6397,518177
CK202006300000014,3938,518177
BJ202006300000007,38,10478
BJ202006300000008,38,11251
BJ202006300000008,6032,11251
CK202006300000015,331,24518
CK202006300000015,3245,24518
CK202006300000015,699,24518
CK202006300000016,1406,19315
CK202006300000016,2681,19315
CK202006300000016,4625,19315
CK202006300000016,739,19315
CK202006300000016,5,19315
BJ202006300000009,672,24068
BJ202006300000009,892,24068
BJ202006300000009,131,24068
BJ202006300000009,294,24068
BJ202006300000009,314,24068
BJ202006300000009,304,24068
BJ202006300000009,918,24068
BJ202006300000009,665,24068
BJ202006300000009,855,24068
BJ202006300000010,19,79660
BJ202006300000010,4645,79660
BJ202006300000010,2604,79660
CK202006300000017,516,518177
CK202006300000017,1633,518177
CK202006300000017,17,518177
CK202006300000017,30,518177
CK202006300000017,4616,518177
CK202006300000017,43,518177
CK202006300000017,1119,518177
CK202006300000017,1750,518177
CK202006300000017,1220,518177
CK202006300000017,34,518177
CK202006300000017,2575,518177
CK202006300000017,779,518177
CK202006300000017,4667,518177
CK202006300000017,2204,518177
CK202006300000017,32,518177
CK202006300000017,1976,518177
CK202006300000017,1722,518177
CK202006300000017,692,518177
CK202006300000017,2190,518177
CK202006300000017,5371,518177
CK202006300000017,420,518177
CK202006300000017,6341,518177
CK202006300000017,2661,518177
CK202006300000017,6399,518177
CK202006300000017,959,518177
CK202006300000017,7738,518177
CK202006300000017,8845,518177
CK202006300000017,786,518177
CK202006300000017,2194,518177
BJ202006300000011,333,201
BJ202006300000011,2819,201
BJ202006300000011,3938,201
CK202006300000018,516,518181
CK202006300000018,20,518181
CK202006300000018,17,518181
CK202006300000018,133,518181
CK202006300000018,1119,518181
CK202006300000018,328,518181
CK202006300000018,357,518181
CK202006300000018,912,518181
CK202006300000018,1936,518181
CK202006300000018,711,518181
CK202006300000018,2575,518181
CK202006300000018,366,518181
CK202006300000018,634,518181
CK202006300000018,1575,518181
CK202006300000018,1462,518181
CK202006300000018,830,518181
CK202006300000018,2434,518181
CK202006300000018,129,518181
CK202006300000018,2239,518181
CK202006300000018,2549,518181
CK202006300000018,780,518181
CK202006300000018,1969,518181
CK202006300000018,827,518181
CK202006300000018,343,518181
CK202006300000018,2326,518181
CK202006300000018,2265,518181
CK202006300000019,516,506293
CK202006300000019,20,506293
CK202006300000019,17,506293
CK202006300000019,133,506293
CK202006300000019,1119,506293
CK202006300000019,328,506293
CK202006300000019,357,506293
CK202006300000019,912,506293
CK202006300000019,1936,506293
CK202006300000019,711,506293
CK202006300000019,2575,506293
CK202006300000019,366,506293
CK202006300000019,634,506293
CK202006300000019,1575,506293
CK202006300000019,1462,506293
CK202006300000019,830,506293
CK202006300000019,2434,506293
CK202006300000019,129,506293
CK202006300000019,2239,506293
CK202006300000019,2549,506293
CK202006300000019,780,506293
CK202006300000019,1969,506293
CK202006300000019,827,506293
CK202006300000019,343,506293
CK202006300000019,2326,506293
CK202006300000019,2265,506293
CK202006300000020,23,619780
CK202006300000020,3,619780
CK202006300000020,1410,619780
CK202006300000020,17,619780
CK202006300000020,157,619780
CK202006300000020,16,619780
CK202006300000020,1119,619780
CK202006300000020,328,619780
CK202006300000020,357,619780
CK202006300000020,611,619780
CK202006300000020,711,619780
CK202006300000020,163,619780
CK202006300000020,174,619780
CK202006300000020,76,619780
CK202006300000020,122,619780
CK202006300000020,2544,619780
CK202006300000020,192,619780
CK202006300000020,3634,619780
CK202006300000020,381,619780
CK202006300000020,1722,619780
CK202006300000020,2489,619780
CK202006300000020,2351,619780
CK202006300000020,1525,619780
CK202006300000020,995,619780
CK202006300000020,114,619780
CK202006300000020,165,619780
CK202006300000020,473,619780
CK202006300000020,3318,619780
CK202006300000020,1386,619780
CK202006300000020,1513,619780
CK202006300000020,900,619780
CK202006300000020,786,619780
CK202006300000020,1843,619780
BJ202006300000012,3985,0
BJ202006300000012,4178,0
BJ202006300000012,3579,0
BJ202006300000012,2714,0
BJ202006300000012,4166,0
BJ202006300000012,2199,0
BJ202006300000012,4025,0
CK202006300000021,516,508017
CK202006300000021,1737,508017
CK202006300000021,20,508017
CK202006300000021,23,508017
CK202006300000021,3,508017
CK202006300000021,1633,508017
CK202006300000021,24,508017
CK202006300000021,17,508017
CK202006300000021,133,508017
CK202006300000021,43,508017
CK202006300000021,1119,508017
CK202006300000021,328,508017
CK202006300000021,912,508017
CK202006300000021,163,508017
CK202006300000021,174,508017
CK202006300000021,366,508017
CK202006300000021,76,508017
CK202006300000021,136,508017
CK202006300000021,428,508017
CK202006300000021,3084,508017
CK202006300000021,2190,508017
CK202006300000021,57,508017
CK202006300000021,2713,508017
CK202006300000021,827,508017
CK202006300000021,1580,508017
CK202006300000021,4061,508017
CK202006300000021,3244,508017
CK202006300000021,1719,508017
CK202006300000022,516,497857
CK202006300000022,1737,497857
CK202006300000022,20,497857
CK202006300000022,23,497857
CK202006300000022,3,497857
CK202006300000022,1633,497857
CK202006300000022,24,497857
CK202006300000022,17,497857
CK202006300000022,133,497857
CK202006300000022,43,497857
CK202006300000022,1119,497857
CK202006300000022,328,497857
CK202006300000022,912,497857
CK202006300000022,163,497857
CK202006300000022,174,497857
CK202006300000022,366,497857
CK202006300000022,76,497857
CK202006300000022,136,497857
CK202006300000022,428,497857
CK202006300000022,3084,497857
CK202006300000022,2190,497857
CK202006300000022,57,497857
CK202006300000022,2713,497857
CK202006300000022,827,497857
CK202006300000022,1580,497857
